Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Player
239,35,2025-01-07,CHO,,PHO,"W, 115-104",,28:49,1,5,.200,0,2,.000,1,3,.333,.200,2,2,1.000,1,4,5,3,1,1,0,2,4,5.8,15,Cody Martin
240,36,2025-01-12,CHO,@,PHO,"L, 113-120",,25:08,1,3,.333,1,2,.500,0,1,.000,.500,2,2,1.000,1,2,3,1,2,0,1,2,5,5.5,-12,Cody Martin
241,37,2025-01-15,CHO,@,UTA,"W, 117-112",,23:23,3,6,.500,3,4,.750,0,2,.000,.750,0,0,,0,2,2,0,0,0,2,0,9,4.6,-2,Cody Martin
242,38,2025-01-17,CHO,@,CHI,"W, 125-123",,21:06,3,7,.429,1,2,.500,2,5,.400,.500,0,0,,1,0,1,1,0,0,0,2,7,3.9,-9,Cody Martin
243,39,2025-01-20,CHO,,DAL,"W, 110-105",,19:58,4,8,.500,1,3,.333,3,5,.600,.563,1,2,.500,1,6,7,7,1,1,1,1,10,13.3,11,Cody Martin
244,40,2025-01-22,CHO,@,MEM,"L, 120-132",,23:24,1,5,.200,0,1,.000,1,4,.250,.200,3,4,.750,1,3,4,1,0,1,2,2,5,1.7,-1,Cody Martin
245,41,2025-01-24,CHO,,POR,"L, 97-102",*,04:49,0,3,.000,0,1,.000,0,2,.000,.000,0,0,,1,0,1,1,0,0,0,0,0,-0.7,-2,Cody Martin
,42,2025-01-25,CHO,,NOP,"W, 123-92",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin
,43,2025-01-27,CHO,,LAL,"L, 107-112",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin
,44,2025-01-29,CHO,,BRK,"L, 83-104",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin
,45,2025-01-31,CHO,,LAC,"L, 104-112",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Cody Martin
,46,2025-02-01,CHO,,DEN,"L, 104-107",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin
,47,2025-02-03,CHO,,WAS,"L, 114-124",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin
,48,2025-02-05,CHO,,MIL,"L, 102-112",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin
,51,2025-02-07,PHO,,UTA,"W, 135-127 (OT)",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin
,52,2025-02-08,PHO,,DEN,"L, 105-122",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin
,53,2025-02-11,PHO,,MEM,"L, 112-119",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin
,54,2025-02-12,PHO,@,HOU,"L, 111-119",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin
,55,2025-02-20,PHO,@,SAS,"L, 109-120",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin
,56,2025-02-22,PHO,@,CHI,"W, 121-117",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin
,57,2025-02-23,PHO,@,TOR,"L, 109-127",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin
,58,2025-02-25,PHO,@,MEM,"L, 148-151 (OT)",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin
,59,2025-02-27,PHO,,NOP,"L, 116-124",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin
,60,2025-02-28,PHO,,NOP,"W, 125-108",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Cody Martin
,61,2025-03-02,PHO,,MIN,"L, 98-116",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin
,62,2025-03-04,PHO,,LAC,"W, 119-117",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin
,63,2025-03-07,PHO,@,DEN,"L, 141-149 (OT)",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin
,64,2025-03-09,PHO,@,DAL,"W, 125-116",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin
,65,2025-03-10,PHO,@,MEM,"L, 118-120",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin
,66,2025-03-12,PHO,@,HOU,"L, 104-111",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin
,67,2025-03-14,PHO,,SAC,"W, 122-106",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin
246,68,2025-03-16,PHO,@,LAL,"L, 96-107",,08:26,1,3,.333,0,1,.000,1,2,.500,.333,1,1,1.000,2,4,6,0,0,1,1,1,3,3.2,4,Cody Martin
247,69,2025-03-17,PHO,,TOR,"W, 129-89",,19:06,1,6,.167,0,3,.000,1,3,.333,.167,0,0,,2,3,5,6,3,0,0,4,2,6.1,24,Cody Martin
248,70,2025-03-19,PHO,,CHI,"W, 127-121",,17:09,3,6,.500,1,3,.333,2,3,.667,.583,0,0,,0,2,2,0,3,1,2,4,7,4.7,-6,Cody Martin
249,71,2025-03-21,PHO,,CLE,"W, 123-112",,22:22,1,5,.200,0,4,.000,1,1,1.000,.200,2,2,1.000,2,4,6,1,2,1,2,3,4,3.7,-1,Cody Martin
250,72,2025-03-24,PHO,,MIL,"W, 108-106",,14:01,2,3,.667,1,2,.500,1,1,1.000,.833,0,0,,1,3,4,0,1,0,0,1,5,5.9,-6,Cody Martin
251,73,2025-03-26,PHO,,BOS,"L, 102-132",,13:09,3,9,.333,1,7,.143,2,2,1.000,.389,1,1,1.000,1,0,1,1,0,0,1,0,8,3.3,-3,Cody Martin
252,74,2025-03-28,PHO,@,MIN,"L, 109-124",,15:32,2,3,.667,0,0,,2,3,.667,.667,0,2,.000,1,3,4,1,0,0,0,2,4,3.4,-2,Cody Martin
253,75,2025-03-30,PHO,,HOU,"L, 109-148",,11:26,2,3,.667,0,1,.000,2,2,1.000,.667,0,0,,0,2,2,0,1,0,0,1,4,3.9,-10,Cody Martin
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Cody Martin
254,76,2025-04-01,PHO,@,MIL,"L, 123-133",,29:36,1,5,.200,0,2,.000,1,3,.333,.200,1,2,.500,2,4,6,3,2,0,0,3,3,5.0,0,Cody Martin
255,77,2025-04-04,PHO,@,BOS,"L, 103-123",,15:58,1,4,.250,0,1,.000,1,3,.333,.250,2,2,1.000,2,3,5,1,0,1,1,1,4,3.9,-12,Cody Martin
256,78,2025-04-06,PHO,@,NYK,"L, 98-112",,03:27,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-10,Cody Martin
257,79,2025-04-08,PHO,,GSW,"L, 95-133",,14:31,2,4,.500,0,1,.000,2,3,.667,.500,2,2,1.000,0,2,2,1,0,2,0,1,6,6.3,-8,Cody Martin
,80,2025-04-09,PHO,,OKC,"L, 112-125",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin
258,81,2025-04-11,PHO,,SAS,"W, 117-98",,08:51,0,2,.000,0,0,,0,2,.000,.000,0,0,,0,3,3,1,1,0,1,1,0,-0.2,-17,Cody Martin
259,82,2025-04-13,PHO,@,SAC,"L, 98-109",,12:26,1,3,.333,0,2,.000,1,1,1.000,.333,0,0,,0,2,2,1,0,0,1,1,2,0.2,-4,Cody Martin
1,52,2025-02-12,CHO,@,ORL,"L, 86-102",,27:00,5,8,.625,2,4,.500,3,4,.750,.750,4,4,1.000,0,5,5,3,1,0,2,3,16,13.8,-17,Damion Baugh
,53,2025-02-19,CHO,@,LAL,"W, 100-97",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Damion Baugh
2,54,2025-02-20,CHO,@,DEN,"L, 115-129",,31:41,6,7,.857,2,3,.667,4,4,1.000,1.000,0,0,,0,0,0,6,2,0,2,3,14,14.5,-22,Damion Baugh
,55,2025-02-22,CHO,@,POR,"L, 88-141",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Damion Baugh
3,56,2025-02-24,CHO,@,SAC,"L, 88-130",,26:21,1,8,.125,1,6,.167,0,2,.000,.188,1,2,.500,1,1,2,4,4,0,1,1,4,4.8,-39,Damion Baugh
4,57,2025-02-25,CHO,@,GSW,"L, 92-128",,28:35,2,13,.154,1,7,.143,1,6,.167,.192,4,4,1.000,1,4,5,5,2,0,5,1,9,2.7,-22,Damion Baugh
5,58,2025-02-27,CHO,@,DAL,"L, 96-103",,21:41,1,8,.125,0,2,.000,1,6,.167,.125,0,0,,1,1,2,2,0,0,3,0,2,-3.8,-5,Damion Baugh
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Damion Baugh
6,59,2025-03-01,CHO,,WAS,"L, 100-113",,19:47,2,6,.333,1,4,.250,1,2,.500,.417,0,0,,2,3,5,2,3,1,0,0,5,9.0,-7,Damion Baugh
7,60,2025-03-03,CHO,,GSW,"L, 101-119",,28:15,3,10,.300,0,5,.000,3,5,.600,.300,0,0,,0,2,2,6,0,0,1,3,6,2.8,-5,Damion Baugh
8,61,2025-03-05,CHO,,MIN,"L, 110-125",,14:50,2,5,.400,0,2,.000,2,3,.667,.400,0,0,,1,0,1,2,1,0,0,1,4,4.0,-18,Damion Baugh
9,62,2025-03-07,CHO,,CLE,"L, 117-118",,26:06,3,7,.429,0,2,.000,3,5,.600,.429,0,0,,0,1,1,4,0,0,2,4,6,1.8,11,Damion Baugh
10,63,2025-03-08,CHO,,BRK,"W, 105-102",*,29:20,6,17,.353,2,6,.333,4,11,.364,.412,0,1,.000,1,1,2,4,0,0,2,0,14,5.9,3,Damion Baugh
,64,2025-03-10,CHO,@,MIA,"W, 105-102",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Damion Baugh
,65,2025-03-12,CHO,@,ATL,"L, 110-123",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Damion Baugh
,66,2025-03-14,CHO,@,SAS,"W, 145-134",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Damion Baugh
,67,2025-03-16,CHO,@,LAC,"L, 88-123",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Damion Baugh
11,68,2025-03-18,CHO,,ATL,"L, 102-134",*,33:03,4,11,.364,1,3,.333,3,8,.375,.409,2,2,1.000,1,8,9,5,1,0,3,2,11,8.7,-20,Damion Baugh
,69,2025-03-20,CHO,,NYK,"W, 115-98",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Damion Baugh
,70,2025-03-21,CHO,@,OKC,"L, 106-141",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Damion Baugh
,71,2025-03-23,CHO,@,MIA,"L, 105-122",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Damion Baugh
,72,2025-03-25,CHO,,ORL,"L, 104-111",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Damion Baugh
,73,2025-03-28,CHO,@,TOR,"L, 97-108",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Damion Baugh
,74,2025-03-30,CHO,@,NOP,"L, 94-98",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Damion Baugh
,75,2025-03-31,CHO,,UTA,"W, 110-106",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Damion Baugh
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Damion Baugh
12,76,2025-04-02,CHO,@,IND,"L, 105-119",,17:25,1,9,.111,0,1,.000,1,8,.125,.111,0,0,,2,0,2,3,0,0,2,2,2,-3.2,-18,Damion Baugh
,77,2025-04-04,CHO,,SAC,"L, 102-125",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Damion Baugh
,78,2025-04-06,CHO,,CHI,"L, 117-131",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Damion Baugh
,79,2025-04-08,CHO,,MEM,"L, 100-124",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Damion Baugh
13,80,2025-04-09,CHO,@,TOR,"L, 96-126",,21:27,1,4,.250,1,4,.250,0,0,,.375,2,2,1.000,0,3,3,1,0,0,4,0,5,0.2,-5,Damion Baugh
14,81,2025-04-11,CHO,@,BOS,"L, 94-130",,18:58,2,7,.286,1,4,.250,1,3,.333,.357,0,0,,1,3,4,3,0,0,0,0,5,4.6,-10,Damion Baugh
15,82,2025-04-13,CHO,@,BOS,"L, 86-93",,25:59,3,10,.300,0,3,.000,3,7,.429,.300,0,0,,3,4,7,6,1,1,4,2,6,4.6,5,Damion Baugh
169,1,2024-10-23,CHO,@,HOU,"W, 110-105",,28:57,8,16,.500,4,8,.500,4,8,.500,.625,4,4,1.000,3,3,6,1,0,1,3,2,24,16.6,2,Tre Mann
170,2,2024-10-25,CHO,@,ATL,"L, 120-125",,24:57,6,19,.316,2,7,.286,4,12,.333,.368,3,3,1.000,3,0,3,4,1,0,3,3,17,7.8,-1,Tre Mann
171,3,2024-10-26,CHO,,MIA,"L, 106-114",,31:45,5,11,.455,2,5,.400,3,6,.500,.545,2,2,1.000,0,5,5,4,1,0,1,2,14,11.8,-15,Tre Mann
172,4,2024-10-30,CHO,,TOR,"W, 138-133",,28:13,10,19,.526,4,8,.500,6,11,.545,.632,3,3,1.000,0,1,1,4,2,1,2,5,27,19.5,0,Tre Mann
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Tre Mann
173,5,2024-11-01,CHO,,BOS,"L, 109-124",,29:31,10,18,.556,3,6,.500,7,12,.583,.639,0,0,,1,3,4,5,0,1,3,0,23,17.2,-12,Tre Mann
174,6,2024-11-02,CHO,,BOS,"L, 103-113",,22:24,4,9,.444,1,2,.500,3,7,.429,.500,1,1,1.000,0,1,1,3,0,0,1,2,10,5.9,-4,Tre Mann
175,7,2024-11-04,CHO,@,MIN,"L, 93-114",,20:59,4,8,.500,0,0,,4,8,.500,.500,2,2,1.000,1,3,4,6,1,0,1,3,10,10.6,-29,Tre Mann
176,8,2024-11-06,CHO,,DET,"W, 108-107",,21:14,2,7,.286,0,4,.000,2,3,.667,.286,0,0,,0,3,3,2,1,0,1,1,4,1.8,4,Tre Mann
177,9,2024-11-08,CHO,,IND,"W, 103-83",,27:02,6,13,.462,2,5,.400,4,8,.500,.538,0,0,,1,1,2,4,1,0,3,1,14,8.7,17,Tre Mann
178,10,2024-11-10,CHO,@,PHI,"L, 105-107 (OT)",,15:57,1,6,.167,1,4,.250,0,2,.000,.250,2,2,1.000,0,0,0,0,0,0,1,0,5,0.2,-8,Tre Mann
,11,2024-11-12,CHO,@,ORL,"L, 89-114",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
179,12,2024-11-16,CHO,,MIL,"W, 115-114",,21:19,5,8,.625,1,2,.500,4,6,.667,.688,0,0,,1,3,4,0,0,0,1,2,11,7.2,-7,Tre Mann
,13,2024-11-17,CHO,@,CLE,"L, 114-128",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
180,14,2024-11-19,CHO,@,BRK,"L, 115-116",,25:33,7,17,.412,4,6,.667,3,11,.273,.529,1,2,.500,2,1,3,6,0,0,4,3,19,10.2,7,Tre Mann
181,15,2024-11-21,CHO,,DET,"W, 123-121 (OT)",,21:10,2,10,.200,0,3,.000,2,7,.286,.200,1,2,.500,0,2,2,0,0,1,1,0,5,-1.3,-9,Tre Mann
,16,2024-11-23,CHO,@,MIL,"L, 119-125",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,17,2024-11-25,CHO,,ORL,"L, 84-95",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,18,2024-11-27,CHO,,MIA,"L, 94-98",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,19,2024-11-29,CHO,,NYK,"L, 98-99",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,20,2024-11-30,CHO,,ATL,"L, 104-107",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Tre Mann
,21,2024-12-03,CHO,,PHI,"L, 104-110",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,22,2024-12-05,CHO,@,NYK,"L, 101-125",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,23,2024-12-07,CHO,,CLE,"L, 102-116",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,24,2024-12-08,CHO,@,IND,"W, 113-109",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,25,2024-12-13,CHO,@,CHI,"L, 95-109",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,26,2024-12-16,CHO,,PHI,"L, 108-121",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,27,2024-12-19,CHO,@,WAS,"L, 114-123",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,28,2024-12-20,CHO,@,PHI,"L, 98-108",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,29,2024-12-23,CHO,,HOU,"L, 101-114",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,30,2024-12-26,CHO,@,WAS,"L, 110-113",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,31,2024-12-28,CHO,,OKC,"L, 94-106",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,32,2024-12-30,CHO,,CHI,"L, 108-115 (OT)",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Tre Mann
,33,2025-01-03,CHO,@,DET,"L, 94-98",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,34,2025-01-05,CHO,@,CLE,"L, 105-115",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,35,2025-01-07,CHO,,PHO,"W, 115-104",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,36,2025-01-12,CHO,@,PHO,"L, 113-120",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,37,2025-01-15,CHO,@,UTA,"W, 117-112",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,38,2025-01-17,CHO,@,CHI,"W, 125-123",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,39,2025-01-20,CHO,,DAL,"W, 110-105",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,40,2025-01-22,CHO,@,MEM,"L, 120-132",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,41,2025-01-24,CHO,,POR,"L, 97-102",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,42,2025-01-25,CHO,,NOP,"W, 123-92",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,43,2025-01-27,CHO,,LAL,"L, 107-112",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,44,2025-01-29,CHO,,BRK,"L, 83-104",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,45,2025-01-31,CHO,,LAC,"L, 104-112",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Tre Mann
,46,2025-02-01,CHO,,DEN,"L, 104-107",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,47,2025-02-03,CHO,,WAS,"L, 114-124",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,48,2025-02-05,CHO,,MIL,"L, 102-112",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,49,2025-02-07,CHO,,SAS,"W, 117-116",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,50,2025-02-09,CHO,@,DET,"L, 102-112",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,51,2025-02-10,CHO,@,BRK,"L, 89-97",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,52,2025-02-12,CHO,@,ORL,"L, 86-102",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,53,2025-02-19,CHO,@,LAL,"W, 100-97",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,54,2025-02-20,CHO,@,DEN,"L, 115-129",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,55,2025-02-22,CHO,@,POR,"L, 88-141",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,56,2025-02-24,CHO,@,SAC,"L, 88-130",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,57,2025-02-25,CHO,@,GSW,"L, 92-128",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,58,2025-02-27,CHO,@,DAL,"L, 96-103",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Tre Mann
,59,2025-03-01,CHO,,WAS,"L, 100-113",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,60,2025-03-03,CHO,,GSW,"L, 101-119",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,61,2025-03-05,CHO,,MIN,"L, 110-125",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,62,2025-03-07,CHO,,CLE,"L, 117-118",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,63,2025-03-08,CHO,,BRK,"W, 105-102",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,64,2025-03-10,CHO,@,MIA,"W, 105-102",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,65,2025-03-12,CHO,@,ATL,"L, 110-123",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,66,2025-03-14,CHO,@,SAS,"W, 145-134",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,67,2025-03-16,CHO,@,LAC,"L, 88-123",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,68,2025-03-18,CHO,,ATL,"L, 102-134",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,69,2025-03-20,CHO,,NYK,"W, 115-98",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,70,2025-03-21,CHO,@,OKC,"L, 106-141",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,71,2025-03-23,CHO,@,MIA,"L, 105-122",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,72,2025-03-25,CHO,,ORL,"L, 104-111",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,73,2025-03-28,CHO,@,TOR,"L, 97-108",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,74,2025-03-30,CHO,@,NOP,"L, 94-98",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,75,2025-03-31,CHO,,UTA,"W, 110-106",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Tre Mann
,76,2025-04-02,CHO,@,IND,"L, 105-119",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,77,2025-04-04,CHO,,SAC,"L, 102-125",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,78,2025-04-06,CHO,,CHI,"L, 117-131",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,79,2025-04-08,CHO,,MEM,"L, 100-124",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,80,2025-04-09,CHO,@,TOR,"L, 96-126",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,81,2025-04-11,CHO,@,BOS,"L, 94-130",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,82,2025-04-13,CHO,@,BOS,"L, 86-93",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Tre Mann
,1,2024-10-23,CHO,@,HOU,"W, 110-105",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,KJ Simpson
,2,2024-10-25,CHO,@,ATL,"L, 120-125",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,KJ Simpson
,3,2024-10-26,CHO,,MIA,"L, 106-114",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,KJ Simpson
,4,2024-10-30,CHO,,TOR,"W, 138-133",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,KJ Simpson
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,KJ Simpson
,5,2024-11-01,CHO,,BOS,"L, 109-124",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,KJ Simpson
,6,2024-11-02,CHO,,BOS,"L, 103-113",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,KJ Simpson
